"","word1","word2","n"
"5665","race","creed",1
"5666","race","draws",1
"5667","racial","dis",1
"5668","racial","exclusiveness",1
"5669","racket","murders",1
"5670","radical","choice",1
"5671","radical","democratic",1
"5672","radical","elements",1
"5673","radical","farmers",1
"5674","radical","proposal",1
"5675","radical","vote",1
"5676","radio","billboards",1
"5677","radio","corporation",1
"5678","radio","program",1
"5679","radio","programs",1
"5680","radio","sues",1
"5681","ragtag","california",1
"5682","rain","falls",1
"5683","raise","food",1
"5684","raise","money",1
"5685","raised","questions",1
"5686","raised","tariffs",1
"5687","raising","admission",1
"5688","ran","olson",1
"5689","randall","commission",1
"5690","rankin","pension",1
"5691","rankly","discriminatory",1
"5692","ranted","invasion",1
"5693","rape","robbery",1
"5694","rapid","building",1
"5695","rapidly","eliminating",1
"5696","rapidly","rising",1
"5697","rare","capacity",1
"5698","rare","courage",1
"5699","rare","normal",1
"5700","rare","occasion",1
"5701","rare","personal",1
"5702","rate","considerably",1
"5703","rates","yield",1
"5704","rational","climate",1
"5705","rational","meaning",1
"5706","rational","principle",1
"5707","rational","reason",1
"5708","rayburncooper","thesis",1
"5709","reach","unprecedented",1
"5710","reactionary","money",1
"5711","reactor","development",1
"5712","read","due",1
"5713","read","laboriously",1
"5714","reading","aloud",1
"5715","real","auditor",1
"5716","real","base",1
"5717","real","battle",1
"5718","real","business",1
"5719","real","color",1
"5720","real","contest",1
"5721","real","danger",1
"5722","real","effort",1
"5723","real","estate",1
"5724","real","force",1
"5725","real","friend",1
"5726","real","issue",1
"5727","real","job",1
"5728","real","mass",1
"5729","real","possibility",1
"5730","real","rabble",1
"5731","real","reactionary",1
"5732","real","record",1
"5733","real","repayment",1
"5734","real","responsibility",1
"5735","real","taxavoidance",1
"5736","real","teachers",1
"5737","real","threat",1
"5738","real","victims",1
"5739","real","war",1
"5740","realists","paid",1
"5741","reasonable","admin",1
"5742","reasonable","compromise",1
"5743","reasonable","portion",1
"5744","reasonable","quiet",1
"5745","reasonable","regulation",1
"5746","reasons","beneficial",1
"5747","rebelled","f.d.r",1
"5748","receipt","disbursement",1
"5749","receive","payments",1
"5750","receive","pe",1
"5751","receive","practical",1
"5752","received","dewey",1
"5753","receives","reports",1
"5754","receiving","unemployment",1
"5755","recent","adventures",1
"5756","recent","aflcio",1
"5757","recent","agreements",1
"5758","recent","elections",1
"5759","recent","luncheon",1
"5760","recent","radio",1
"5761","recent","senatorial",1
"5762","recent","session",1
"5763","recent","writings",1
"5764","recently","proposed",1
"5765","recently","published",1
"5766","recently","warned",1
"5767","reciprocal","agreements",1
"5768","reciprocal","relations",1
"5769","reckless","abandon",1
"5770","reckless","abuse",1
"5771","reckless","irrespon",1
"5772","reckless","plans",1
"5773","reclamation","act",1
"5774","reclamation","bureau",1
"5775","reclamation","headed",1
"5776","recognize","red",1
"5777","recognizing","red",1
"5778","recommend","record",1
"5779","reconstruction","fund",1
"5780","record","changer",1
"5781","record","legislation",1
"5782","record","spending",1
"5783","record","votes",1
"5784","recording","admiration",1
"5785","recordings","capehart",1
"5786","recovered","naturally",1
"5787","recreational","activity",1
"5788","recruiting","candidates",1
"5789","recruiting","party",1
"5790","recruitment","training",1
"5791","rect","methods",1
"5792","recting","head",1
"5793","rectors","congress",1
"5794","rediscovering","congress",1
"5795","redistributing","wealth",1
"5796","reduce","active",1
"5797","reduced","acreage",1
"5798","reduced","yearly",1
"5799","reduction","extending",1
"5800","reelect","albert",1
"5801","reelect","morse",1
"5802","reelected","fish",1
"5803","reflection","action",1
"5804","reflection","plenty",1
"5805","reflectively","pollsum",1
"5806","reform","movement",1
"5807","reform","organiza",1
"5808","reform","regime",1
"5809","reform","workers",1
"5810","reformers","keynes",1
"5811","reforming","people",1
"5812","refrain","england's",1
"5813","refusing","recognition",1
"5814","regain","power",1
"5815","regaining","control",1
"5816","regal","pressure",1
"5817","regard","as_",1
"5818","regarded","aj",1
"5819","regarded","businessmen",1
"5820","regime","denver",1
"5821","regional","conferences",1
"5822","regional","conservative",1
"5823","regional","minorities",1
"5824","regions","involved",1
"5825","register","thereon",1
"5826","registered","democrats",1
"5827","registered","determinism",1
"5828","registered","henry",1
"5829","registered","ike",1
"5830","registered","patent",1
"5831","registered","republicans",1
"5832","registering","decisions",1
"5833","registration","ma",1
"5834","regular","army",1
"5835","regular","republican",1
"5836","regulated","individual",1
"5837","regulating","foreign",1
"5838","regulatory","body",1
"5839","regulatory","power",1
"5840","relations","act",1
"5841","relative","futuro",1
"5842","relative","standing",1
"5843","relative","strangers",1
"5844","relative","veracity",1
"5845","relative","wealth",1
"5846","release","shutting",1
"5847","released","hollywood",1
"5848","relentlessly","upward",1
"5849","reliable","poll",1
"5850","relief","aches",1
"5851","relief","repealing",1
"5852","relieving","humor",1
"5853","religion","dr",1
"5854","religious","issue",1
"5855","religious","prejudice",1
"5856","religious","teams",1
"5857","reluctance","leo",1
"5858","remain","requiring",1
"5859","remained","active",1
"5860","remaining","tenet",1
"5861","remains","moley",1
"5862","remains","vice",1
"5863","remarkable","job",1
"5864","remarkable","lack",1
"5865","remedies","proposed",1
"5866","remote","farmers",1
"5867","removal","death",1
"5868","renamed","committee",1
"5869","renascent","citizenry",1
"5870","renew","broken",1
"5871","reno","odlin",1
"5872","renounced","marxism",1
"5873","rent","bills",1
"5874","reorganization","plans",1
"5875","rep","e.j",1
"5876","rep","isolationist",1
"5877","rep","joseph",1
"5878","rep","resent",1
"5879","rep","resentatives",1
"5880","repayment","pe",1
"5881","repealed","roosevelt",1
"5882","repeatedly","emphasized",1
"5883","repeatedly","released",1
"5884","replace","txt",1
"5885","replace","unsatisfactory",1
"5886","replacing","plant",1
"5887","reply","unsatisfactory",1
"5888","report","juvenile",1
"5889","report","widely",1
"5890","reporter","arthur",1
"5891","reporter","der",1
"5892","reporter","spotted",1
"5893","reporters","threw",1
"5894","reports","finally",1
"5895","represe","ting",1
"5896","represent","im",1
"5897","representative","simpson",1
"5898","representatives","alexander",1
"5899","representatives","received",1
"5900","reproduction","television",1
"5901","repub","lican",1
"5902","republi","cans",1
"5903","republican","candi",1
"5904","republican","candidate",1
"5905","republican","colleagues",1
"5906","republican","commentators",1
"5907","republican","concerned",1
"5908","republican","congressman",1
"5909","republican","congressmen",1
"5910","republican","defense",1
"5911","republican","drift",1
"5912","republican","frustration",1
"5913","republican","gain",1
"5914","republican","governors",1
"5915","republican","house",1
"5916","republican","ism",1
"5917","republican","leader",1
"5918","republican","losses",1
"5919","republican","majority",1
"5920","republican","moses",1
"5921","republican","notability",1
"5922","republican","organizations",1
"5923","republican","platform",1
"5924","republican","position",1
"5925","republican","possibilities",1
"5926","republican","president",1
"5927","republican","pri",1
"5928","republican","primary",1
"5929","republican","record",1
"5930","republican","senator",1
"5931","republican","share",1
"5932","republican","ticket",1
"5933","republican","vote",1
"5934","republican","workers",1
"5935","republican's","performance",1
"5936","republicans","bearing",1
"5937","republicans","cast",1
"5938","republicans","opposed",1
"5939","republicans","preferred",1
"5940","republicans","schoeppel",1
"5941","republicans","suggest",1
"5942","republicans","supplied",1
"5943","republicans","supported",1
"5944","republicans","voted",1
"5945","republicans","voting",1
"5946","repudiating","nationalism",1
"5947","requirements","cali",1
"5948","requires","liberty",1
"5949","requiring","manual",1
"5950","research","institute",1
"5951","research","magnificent",1
"5952","reserve","coupled",1
"5953","reserve","fund",1
"5954","reserves","judgment",1
"5955","reserves","set",1
"5956","residence","requirements",1
"5957","resigned","panuch",1
"5958","resist","pressures",1
"5959","resisted","barnacles",1
"5960","resolution","demanding",1
"5961","resources","policy",1
"5962","respected","lawyer",1
"5963","respects","excellent",1
"5964","respon","sibility",1
"5965","responsi","ble",1
"5966","responsibility","imposed",1
"5967","responsibility","personal",1
"5968","responsibility","requires",1
"5969","responsibility","union",1
"5970","responsible","leader",1
"5971","responsible","officials",1
"5972","responsible","party",1
"5973","rest","reasonable",1
"5974","restless","adventurous",1
"5975","restless","migrants",1
"5976","restore","machinery",1
"5977","result","ac",1
"5978","result","trade",1
"5979","retired","employes",1
"5980","retired","people",1
"5981","retirement","age",1
"5982","retirement","gop",1
"5983","return","apparently",1
"5984","return","rises",1
"5985","reuther","chief",1
"5986","reuther's","strikes",1
"5987","revealing","argument",1
"5988","revenue","acquired",1
"5989","revenue","officers",1
"5990","revo","lution",1
"5991","revolution","inclined",1
"5992","revolutionary","change",1
"5993","rhode","island",1
"5994","rhodes","seat",1
"5995","rich","experience",1
"5996","rich","people",1
"5997","rich","windfalls",1
"5998","richard","la",1
"5999","richard","wilson",1
"6000","richer","stock",1
"6001","richest","cop",1
"6002","rickety","substratum",1
"6003","rigging","contraptions",1
"6004","righthand","column",1
"6005","righttowork","decision",1
"6006","righttowork","proposal",1
"6007","ring","complacency",1
"6008","riodical","information",1
"6009","riotous","time",1
"6010","rious","handicap",1
"6011","rising","expenditures",1
"6012","risk","capital",1
"6013","rival","claims",1
"6014","rival","smith",1
"6015","rivals","prowling",1
"6016","river","basin",1
"6017","river","basins",1
"6018","river","project",1
"6019","road","engineering",1
"6020","road","signs",1
"6021","road","users",1
"6022","roads","light",1
"6023","robbery","aggravated",1
"6024","robert","oppenheimer",1
"6025","robert","taft",1
"6026","rogers","jr",1
"6027","rogressive","taxation",1
"6028","roll","call",1
"6029","rollcall","analysis",1
"6030","roosevelt","administration",1
"6031","roosevelt","counted",1
"6032","roosevelt","plea",1
"6033","roosevelt","scoffed",1
"6034","roosevelt","shocked",1
"6035","roosevelt","tradition",1
"6036","roosevelt's","administration",1
"6037","roosevelt's","farm",1
"6038","roosevelt's","piece",1
"6039","roosevelt's","strategy",1
"6040","roosevelttruman","party",1
"6041","roscoe","drummond",1
"6042","roscoe","pound",1
"6043","rough","code",1
"6044","round","easygoing",1
"6045","routine","job",1
"6046","routine","service",1
"6047","roving","experts",1
"6048","rowe","mass",1
"6049","rubber","debacle",1
"6050","rubber","stamp",1
"6051","rubber","stamps",1
"6052","rule","interminable",1
"6053","ruler","exists",1
"6054","rules","bills",1
"6055","rules","strictly",1
"6056","ruling","party",1
"6057","run","ning",1
"6058","runofthemill","officeseeker",1
"6059","runofthemill","politician",1
"6060","runs","batted",1
"6061","rupt","election",1
"6062","rural","electric",1
"6063","rural","electrical",1
"6064","rush","hours",1
"6065","russell","davenport",1
"6066","russell","trailed",1
"6067","russia","specialists",1
"6068","russian","officer",1
"6069","russian","trait",1
"6070","russians","british",1
"6071","rusty","weapon",1
"6072","rutherford","mendeleev",1
"6073","ruthless","inexo",1
"6074","s.c","news",1
"6075","s.m","brownell",1
"6076","sabotage","calculated",1
"6077","sacred","public",1
"6078","sad","satisfaction",1
"6079","sadlak","plan",1
"6080","safe","corporation",1
"6081","safe","criteria",1
"6082","safe","efficient",1
"6083","safe","job",1
"6084","safe","limits",1
"6085","safely","governed",1
"6086","safely","labor",1
"6087","safely","pass",1
"6088","safety","education",1
"6089","safety","michigan",1
"6090","sales","represented",1
"6091","salesmen","doctors",1
"6092","salivary","emollient",1
"6093","sam","rayburn",1
"6094","sample","republicans",1
"6095","san","diego",1
"6096","san","francisco",1
"6097","san","joaquin",1
"6098","san","juan",1
"6099","san","susanna",1
"6100","san","timonious",1
"6101","sanders","book",1
"6102","sanders","discusses",1
"6103","sanders","opinions",1
"6104","santa","claus",1
"6105","sary","public",1
"6106","sational","announcement",1
"6107","saudi","ara",1
"6108","saudi","arabia",1
"6109","save","considerably",1
"6110","save","money",1
"6111","saved","arthur",1
"6112","saved","independent",1
"6113","saved","olson",1
"6114","savings","account",1
"6115","savings","insurance",1
"6116","savings","real",1
"6117","scanned","documents",1
"6118","scant","margin",1
"6119","scanty","list",1
"6120","scap","required",1
"6121","scattered","numb",1
"6122","scc","occas",1
"6123","scheduled","reduction",1
"6124","scheduled","wait",1
"6125","schlesinger","jr",1
"6126","schoeppel","chairman",1
"6127","schoeppel","cites",1
"6128","schoeppel","margaret",1
"6129","schoeppelsimpson","researches",1
"6130","school","authorities",1
"6131","school","board",1
"6132","school","called",1
"6133","school","classrooms",1
"6134","school","curricula",1
"6135","school","districts",1
"6136","school","professor",1
"6137","school","property",1
"6138","schroeder","national",1
"6139","science","adapts",1
"6140","science","appeared",1
"6141","science","art",1
"6142","science","education",1
"6143","science","enlarges",1
"6144","science","monitor",1
"6145","science","pure",1
"6146","science","reformers",1
"6147","science","shared",1
"6148","scientific","determination",1
"6149","scientific","determinism",1
"6150","scientists","employed",1
"6151","scientists","laboring",1
"6152","scorn","delights",1
"6153","scotland","fraud",1
"6154","se","riously",1
"6155","sea","growths",1
"6156","sea","reprints",1
"6157","secondrate","pictures",1
"6158","secretary","acheson",1
"6159","secretary","benson",1
"6160","secretary","hull",1
"6161","secretary","marion",1
"6162","secretary","mckay's",1
"6163","secretary","roper",1
"6164","secretary","seaton",1
"6165","secretary","snyder",1
"6166","secretary","stevens",1
"6167","section","decreases",1
"6168","sections","economic",1
"6169","secu","raincoat",1
"6170","secular","affairs",1
"6171","security","act",1
"6172","security","collected",1
"6173","security","economics",1
"6174","security","oasi",1
"6175","seed","bed",1
"6176","seed","corn",1
"6177","seek","admission",1
"6178","seek","guidance",1
"6179","seeking","congressional",1
"6180","select","citizens",1
"6181","selected","beneficiaries",1
"6182","selecting","people",1
"6183","selection","means",1
"6184","selfcriticism","blind",1
"6185","selfemployed","business",1
"6186","selfmade","executives",1
"6187","selfreliance","reflects",1
"6188","selfstyled","liberals",1
"6189","sell","government",1
"6190","selling","advice",1
"6191","semiarid","regions",1
"6192","seminal","writings",1
"6193","semisterilized","waiting",1
"6194","sen","a.s",1
"6195","sen","barry",1
"6196","sen","burton",1
"6197","sen","harry",1
"6198","sen","john",1
"6199","sen","joseph",1
"6200","sen","scott",1
"6201","sen","william",1
"6202","senate","committees",1
"6203","senate","floor",1
"6204","senate","judiciary",1
"6205","senate","leader",1
"6206","senate","leadership",1
"6207","senate","majority",1
"6208","senate","master",1
"6209","senate","party",1
"6210","senate","repre",1
"6211","senate","roll",1
"6212","senate","seat",1
"6213","senate","seats",1
"6214","senator","barkley",1
"6215","senator","brooks",1
"6216","senator","downey",1
"6217","senator","earl",1
"6218","senator","ernest",1
"6219","senator","flanders",1
"6220","senator","kennedy",1
"6221","senator","knowland",1
"6222","senator","malone",1
"6223","senator","neuberger",1
"6224","senator","reed",1
"6225","senator","saltonstall",1
"6226","senator","wagner",1
"6227","senator","welker",1
"6228","senator's","cronies",1
"6229","senatorial","career",1
"6230","senatorial","contests",1
"6231","senatorial","critic",1
"6232","senatorial","election",1
"6233","senatorial","seat",1
"6234","senatorial","sponsors",1
"6235","senatorial","standards",1
"6236","senators","governors",1
"6237","senators","kennedy",1
"6238","senators","thomas",1
"6239","senators","voted",1
"6240","senators","won",1
"6241","senatorship","offers",1
"6242","sensational","surge",1
"6243","sentee","ballots",1
"6244","sentiment","confesses",1
"6245","sentiments","free",1
"6246","sepa","rated",1
"6247","separate","piece",1
"6248","separation","difficult",1
"6249","september","ective",1
"6250","september","white",1
"6251","servant","secretary",1
"6252","servative","agents",1
"6253","serve","congress",1
"6254","serve","youth",1
"6255","served","continuously",1
"6256","service","alto",1
"6257","service","association",1
"6258","service","close",1
"6259","service","hospitals",1
"6260","service","indispensable",1
"6261","service","published",1
"6262","service","wright",1
"6263","services","contemplated",1
"6264","services","housing",1
"6265","servile","rubber",1
"6266","serving","ethics",1
"6267","settled","rule",1
"6268","settled","upper",1
"6269","severe","mud",1
"6270","seymour","resulted",1
"6271","shady","councilmen",1
"6272","shaky","alliances",1
"6273","shape","politics",1
"6274","share","holdings",1
"6275","share","identical",1
"6276","share","industry",1
"6277","shared","notably",1
"6278","sharethewealth","tax",1
"6279","sharp","competition",1
"6280","sharp","difference",1
"6281","sharp","political",1
"6282","sharp","words",1
"6283","sharply","curtailed",1
"6284","sharply","distinguished",1
"6285","shaw","economists",1
"6286","sheer","physical",1
"6287","sheet","music",1
"6288","shift","managers",1
"6289","shifting","public",1
"6290","shining","sons",1
"6291","ship","policy",1
"6292","shippingport","pa",1
"6293","shop","contracts",1
"6294","shop","es",1
"6295","shop","stewards",1
"6296","shop","window",1
"6297","short","congress",1
"6298","short","personal",1
"6299","short","union",1
"6300","shortly","cost",1
"6301","shortterm","lowyield",1
"6302","sible","profession",1
"6303","sible","vindictive",1
"6304","sick","joe",1
"6305","sight","july",1
"6306","sign","loyalty",1
"6307","signally","lost",1
"6308","significant","constitutional",1
"6309","significant","military",1
"6310","similar","environmental",1
"6311","similar","option",1
"6312","similar","reflecting",1
"6313","similar","tours",1
"6314","simple","prin",1
"6315","simply","attempted",1
"6316","simply","destroyed",1
"6317","simply","illustrations",1
"6318","simply","offering",1
"6319","sincere","blunder",1
"6320","sincere","conservatives",1
"6321","sincere","ideal",1
"6322","sincere","visionaries",1
"6323","sinclair","overwhelmed",1
"6324","sinclair","weeks",1
"6325","sinclair's","productionforuse",1
"6326","sinclairites","single",1
"6327","sinful","times",1
"6328","single","communist",1
"6329","single","elec",1
"6330","single","referendum",1
"6331","single","system's",1
"6332","single","taxers",1
"6333","sinister","bench",1
"6334","sinister","threat",1
"6335","sink","truman",1
"6336","sir","david",1
"6337","sir","staf",1
"6338","sir","stafford",1
"6339","sister","ship",1
"6340","situation","demands",1
"6341","situation","drastic",1
"6342","situation","induced",1
"6343","situation","lies",1
"6344","sively","dry",1
"6345","sixteen","countries",1
"6346","sixteen","repetitions",1
"6347","sixteen","representatives",1
"6348","sixteen","weeks",1
"6349","sizable","debt",1
"6350","sizable","vote",1
"6351","skepticism","grew",1
"6352","ski's","voted",1
"6353","skilled","engineer",1
"6354","skilled","political",1
"6355","skillful","road",1
"6356","slaughtered","scattered",1
"6357","slave","law",1
"6358","slavish","adherence",1
"6359","sleeping","section",1
"6360","slichter's","generality",1
"6361","slight","effect",1
"6362","slight","indication",1
"6363","slight","means",1
"6364","slighted","lected",1
"6365","slightly","misrepresented",1
"6366","slim","republican",1
"6367","slow","heartbeat",1
"6368","slowfooted","thinking",1
"6369","slowly","nixon",1
"6370","slum","clearance",1
"6371","slump","skepticism",1
"6372","slurringly","called",1
"6373","sly","gimmicks",1
"6374","smalls","driving",1
"6375","smarter","henrys",1
"6376","smashing","approval",1
"6377","smashing","victory",1
"6378","smelling","distance",1
"6379","smith","act",1
"6380","smith","aspired",1
"6381","smith","called",1
"6382","smith","living",1
"6383","smith","resigned",1
"6384","smith","scrutiny",1
"6385","sober","gentle",1
"6386","socalled","committee",1
"6387","socalled","economic",1
"6388","socalled","independent",1
"6389","socalled","independents",1
"6390","socalled","literature",1
"6391","socalled","repub",1
"6392","socalled","righttowork",1
"6393","socalled","school",1
"6394","socalled","trust",1
"6395","socalled","upper",1
"6396","social","causation",1
"6397","social","class",1
"6398","social","contacts",1
"6399","social","credit",1
"6400","social","democrats",1
"6401","social","fashion",1
"6402","social","functions",1
"6403","social","justice",1
"6404","social","narratives",1
"6405","social","priorities",1
"6406","social","reforms",1
"6407","social","service",1
"6408","social","unrest",1
"6409","social","unsound",1
"6410","social","views",1
"6411","social","welfare",1
"6412","socialism","smothered",1
"6413","socialist","elements",1
"6414","socialist","ideas",1
"6415","socialist","prime",1
"6416","socialistic","trends",1
"6417","socialists","alike",1
"6418","socialists","helped",1
"6419","socialization","ultimately",1
"6420","socialized","medicine",1
"6421","socially","acceptable",1
"6422","socialsecurity","benefits",1
"6423","socialsecurity","funds",1
"6424","socialsecurity","insurance",1
"6425","sociological","imagination",1
"6426","soft","appeal",1
"6427","soft","average",1
"6428","soft","pervious",1
"6429","soilconservation","activities",1
"6430","sole","appeal",1
"6431","sole","function",1
"6432","sole","motive",1
"6433","sole","reward",1
"6434","solemn","duty",1
"6435","solemn","responsibility",1
"6436","solid","opposition",1
"6437","solid","reasons",1
"6438","solid","republican",1
"6439","solidly","conservative",1
"6440","solidly","democratic",1
"6441","solution","decisions",1
"6442","son","james",1
"6443","son","knowland",1
"6444","sonal","responsibility",1
"6445","sophisticated","people",1
"6446","sorcerer's","appren",1
"6447","sort","suitable",1
"6448","sorts","modern",1
"6449","sought","adaptability",1
"6450","sought","political",1
"6451","sought","protection",1
"6452","sound","ballot",1
"6453","sound","divisions",1
"6454","sound","idea",1
"6455","sound","national",1
"6456","sound","policy",1
"6457","sound","teaching",1
"6458","sounder","condition",1
"6459","south","demo",1
"6460","southeast","asia",1
"6461","southeastern","asia",1
"6462","southern","leaders",1
"6463","southern","newspapers",1
"6464","southern","senators",1
"6465","southsouthern","phase",1
"6466","sovereign","power",1
"6467","soviet","juggling",1
"6468","soviet","photographers",1
"6469","soviet","reporters",1
"6470","soviet","rus",1
"6471","space","administration",1
"6472","space","permits",1
"6473","space","shortly",1
"6474","space","suggesting",1
"6475","spare","time",1
"6476","spe","cifically",1
"6477","speaker","joe",1
"6478","speaker","madison",1
"6479","special","benefits",1
"6480","special","brand",1
"6481","special","missions",1
"6482","special","pleader",1
"6483","special","power",1
"6484","special","privilege",1
"6485","special","tax",1
"6486","special","voluntary",1
"6487","specialists","pon",1
"6488","specially","selected",1
"6489","specific","business",1
"6490","specific","definition",1
"6491","specific","denials",1
"6492","specific","function",1
"6493","specific","industry",1
"6494","specific","instances",1
"6495","specific","material",1
"6496","specific","person",1
"6497","specific","plan",1
"6498","specific","plans",1
"6499","specific","policies",1
"6500","specific","privileges",1
"6501","specific","words",1
"6502","specifically","describe",1
"6503","specifically","devoted",1
"6504","spectacular","crime",1
"6505","speculative","philosophy",1
"6506","speech","adlai",1
"6507","speech","written",1
"6508","speeches","shakes",1
"6509","spending","habits",1
"6510","spending","increases",1
"6511","spending","items",1
"6512","spending","labor",1
"6513","spending","pro",1
"6514","spending","proposals",1
"6515","spending","record",1
"6516","spending","votes",1
"6517","spendthrift","administration",1
"6518","spent","exciting",1
"6519","spinoza","conceived",1
"6520","spinoza","goethe",1
"6521","spinoza","leaned",1
"6522","spirited","primary",1
"6523","spiritual","guidance",1
"6524","spiritual","values",1
"6525","spiritual","wherefrom",1
"6526","splendid","job",1
"6527","splinter","parties",1
"6528","sponsible","congress",1
"6529","spot","check",1
"6530","spurned","national",1
"6531","st","chicago",1
"6532","st","lawrence",1
"6533","st","luke",1
"6534","stabilizing","reform",1
"6535","stable","form",1
"6536","stafford","cripps",1
"6537","stainlesssteel","col",1
"6538","stalin's","death",1
"6539","stand","squarely",1
"6540","stand","united",1
"6541","standard","oil",1
"6542","standard","set",1
"6543","standing","committees",1
"6544","stands","convicted",1
"6545","star","system",1
"6546","stark","materialism",1
"6547","stark","poverty",1
"6548","stark","threat",1
"6549","starkly","rejecting",1
"6550","start","businesses",1
"6551","stassen","gaffe",1
"6552","stassen","sen",1
"6553","state's","attorney",1
"6554","state's","strongly",1
"6555","statecraft's","task",1
"6556","stateofmanywelfares","operates",1
"6557","statesmen","importance",1
"6558","statesupported","cradletograve",1
"6559","statewide","campaigns",1
"6560","statewide","democratic",1
"6561","statistical","agency",1
"6562","statistical","descriptions",1
"6563","statistical","pigs",1
"6564","statistical","successes",1
"6565","statistical","tables",1
"6566","statistical","whirling",1
"6567","statistically","transformed",1
"6568","statutory","authority",1
"6569","steady","people",1
"6570","steady","volume",1
"6571","steep","grades",1
"6572","steep","progression",1
"6573","steffens's","autobiography",1
"6574","step","forward",1
"6575","sterner","stuff",1
"6576","stevenson","called",1
"6577","stevenson","campaigning",1
"6578","stevenson","estes",1
"6579","stevenson","implies",1
"6580","stevenson","received",1
"6581","stevensonkefauver","front",1
"6582","stevensonkefauver","team",1
"6583","stevensonkefauver","theme",1
"6584","stiff","resistance",1
"6585","stifling","regimentation",1
"6586","stil","time",1
"6587","stimulating","bit",1
"6588","stock","owners",1
"6589","stockholders","realized",1
"6590","stockholders","select",1
"6591","stolen","socialist",1
"6592","stom","achs",1
"6593","stop","annoying",1
"6594","stopgap","aid",1
"6595","stopgap","european",1
"6596","stopgap","figures",1
"6597","storage","transportation",1
"6598","stories","cope",1
"6599","storm","signals",1
"6600","stormy","waters",1
"6601","story","documented",1
"6602","story","isn",1
"6603","story","widely",1
"6604","stout","hearts",1
"6605","straight","common",1
"6606","straightballot","voting",1
"6607","straightway","appropriates",1
"6608","strange","choices",1
"6609","strange","ed",1
"6610","strange","foreign",1
"6611","strange","principle",1
"6612","strange","reading",1
"6613","strange","surroundings",1
"6614","strangely","dropped",1
"6615","strassman","rutherford",1
"6616","strategy","governor",1
"6617","straw","votes",1
"6618","street","financing",1
"6619","street","looked",1
"6620","strength","borrowed",1
"6621","strength","ebbed",1
"6622","stretched","extensively",1
"6623","stretches","miles",1
"6624","strictly","connected",1
"6625","strident","minority",1
"6626","strife","called",1
"6627","strong","active",1
"6628","strong","believer",1
"6629","strong","call",1
"6630","strong","exceptions",1
"6631","strong","executive",1
"6632","strong","feeling",1
"6633","strong","hands",1
"6634","strong","investigator",1
"6635","strong","labor",1
"6636","strong","national",1
"6637","strong","offense",1
"6638","strong","opinion",1
"6639","strong","organiza",1
"6640","strong","personal",1
"6641","strong","personality",1
"6642","strong","pollsters",1
"6643","strong","position",1
"6644","strong","stand",1
"6645","strong","ticket",1
"6646","stronger","appointment",1
"6647","stronger","republican",1
"6648","strongly","feel",1
"6649","strongly","success",1
"6650","strongly","unionized",1
"6651","stud","ied",1
"6652","students","desires",1
"6653","study","invaluable",1
"6654","study","promote",1
"6655","stylized","manner",1
"6656","subdued","pride",1
"6657","subject","feel",1
"6658","subject","listed",1
"6659","subject","longerterm",1
"6660","submarine","nautilus",1
"6661","submarine","officer",1
"6662","subordinate","importance",1
"6663","subsequently","senator",1
"6664","subsidies","business",1
"6665","subsidized","federal",1
"6666","substance","republicans",1
"6667","substantial","reason",1
"6668","substantially","blacks",1
"6669","substantially","repealed",1
"6670","substituted","business",1
"6671","subversive","influences",1
"6672","succeed","knowland",1
"6673","succeeding","presi",1
"6674","success","catholics",1
"6675","success","leading",1
"6676","successful","military",1
"6677","successful","politicians",1
"6678","successfully","met",1
"6679","successfully","raised",1
"6680","succession","deepens",1
"6681","successive","presidents",1
"6682","suddenly","closes",1
"6683","suffering","defeat",1
"6684","suffering","taxpayer",1
"6685","suffers","handicaps",1
"6686","sufficient","moral",1
"6687","sufficient","power",1
"6688","sufficiently","wise",1
"6689","suggesting","reforms",1
"6690","suggestion","house",1
"6691","suggestion","overlooks",1
"6692","suggests","annual",1
"6693","suggests","expediency",1
"6694","summer","cool",1
"6695","sums","collected",1
"6696","sums","estimated",1
"6697","sundry","democrats",1
"6698","suntimes","hitherto",1
"6699","superlative","degree",1
"6700","superlative","instrument",1
"6701","supersalesman","lord",1
"6702","superstition","savagery",1
"6703","supplementary","action",1
"6704","supplied","create",1
"6705","supplies","jobs",1
"6706","supplying","components",1
"6707","support","registered",1
"6708","support","score",1
"6709","support","upstate",1
"6710","supported","atomic",1
"6711","supported","atomicenergy",1
"6712","supposed","cures",1
"6713","supreme","genius",1
"6714","supreme","national",1
"6715","supreme","political",1
"6716","supreme","ruler",1
"6717","surely","permit",1
"6718","surface","definite",1
"6719","surplus","constitutes",1
"6720","surplus","funds",1
"6721","surplus","headache",1
"6722","surplus","rose",1
"6723","surpluses","acquired",1
"6724","surpluses","designed",1
"6725","surpris","wrote",1
"6726","surtax","exemption",1
"6727","surtax","rates",1
"6728","survey","notes",1
"6729","susanna","calif",1
"6730","sustain","truman's",1
"6731","sustained","effort",1
"6732","sweeping","decision",1
"6733","sweeping","reorganizations",1
"6734","swimming","picnicking",1
"6735","switchoffs","macmillan",1
"6736","synthetic","organic",1
"6737","synthetic","rubber",1
"6738","system","carry",1
"6739","system","november",1
"6740","system","prevailedthat",1
"6741","system","refraining",1
"6742","system's","program",1
"6743","systematic","goethe",1
"6744","tables","borrowed",1
"6745","tacoma","wash",1
"6746","taft","alterna",1
"6747","taft","dirksen",1
"6748","taft's","job",1
