"","sentence","date","year","month","day","filename"
"1688","**BUILD FROM BOTTOM UP**","1959-01-26",1959,1,26,"moley_perspective_AI_75.txt"
"1689","In the Republican Party, however, there are two factors which complicate the problem. It cannot commandeer the services of workers, generally. Volunteers must constitute the main reliance in campaigns. And the Republican Party is composed of many parts. There are the National Committee and the two campaign committees in the houses of Congress at the top. These have no direct authority over the countless local and state Republican organizations. Hence, there must be a clear distinction as to the functions of the local and state parties and the national organizations. The Alcorn program fails, it seems to me, to emphasize this distinction. The Republican Party can never regain its strength except as it is built from the bottom. The National Committee may suggest and to a degree help. It cannot impose its will upon the states and localities. And Alcorn’s suggestion of a group of 40 roving experts to go into states and work is impracticable and dangerous. For it may not be realized in Washington yet, but there is a strong feeling in the states and Congressional districts that they must work out their own salvation.","1959-01-26",1959,1,26,"moley_perspective_AI_75.txt"
"1690","An earlier suggestion of mine, made in this space shortly after the election, is essential. That is the employment in 50 to 100 Congressional districts of paid, year-round managers, financed by the people in the districts and responsible to the party organizations there. The National Committee might well set up an institute or school to train these professionals and also give publicity to party principles through pronouncements of the President and Vice President. So far as recruiting candidates and directing local activities are concerned, its function should be purely advisory. This is a workable formula for success in 1960.","1959-01-26",1959,1,26,"moley_perspective_AI_75.txt"
"1691","**Newsweek, January 26, 1959**","1959-01-26",1959,1,26,"moley_perspective_AI_75.txt"
"1692","(Note: The right-hand column contains additional text unrelated to Moley's article, seemingly a separate piece about Barr.)","1959-01-26",1959,1,26,"moley_perspective_AI_75.txt"
"1693","Here's a text version of the provided image. Note that some words are difficult to read due to the image quality, and there may be minor inaccuracies.","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1694","**Perspective**","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1695","**The Measure of a Man**","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1696","*by Raymond Moley*","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1697","WHEN we take the measure of a man, we ask: What of his early environment and heredity? What was his inner character? What challenge did life and circumstance offer? What was the climate of the time?","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1698","Vincent Astor lived his childhood and youth apart from the generality of most of us, in a world insulated—of private tutors, of travel, of contact with notable people here and abroad. If we may call this the discipline of an aristocrat, it left with the young man the finest attributes of such tuition—a grace of life, subdued pride, personal honor, and manners and sentiments free from struggle for self.","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1699","In the midst of this protected life, as a college lad of 20, he lost his father whom he adored. This projected him into great affairs and massive responsibilities. One whom some might call a child of fortune became a servant of a solemn duty. Personal inclination and plans for the pursuit of science were pushed aside by an inexorable trusteeship.","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1700","The gilded age was over, and, with it, the social and political supremacy of great wealth. Political and social unrest and dissent were dominant in the America of those early 1910s. This was an added challenge.","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1701","**DEMOCRACY'S EXPONENT**","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1702","The young man soon appraised his great properties of land in New York as not merely a certain source of increment but as a profound obligation to the city whose growth made them so valuable. He improved them in a manner fitting to the city and state which he loved. Above that was his devotion to the nation which had welcomed the hardy enterprise of his famous ancestor.","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1703","To that country he gave his service and substance in two wars. He sought no shield from peril. And since then his ardent patriotism abided no tolerance for its enemies within—Communists and their friends.","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1704","His early training and an innate reserve, coupled with strong personal preferences, denied indiscriminate mixing with either the people on his own material level or the proverbial men in the street. Like the aristocrat Jefferson, the friend of the first American Astor, he was nevertheless a potent exponent of democracy. To the end, when he willed the bulk of his fortune to ""alleviate human misery,"" he was acutely sensitive to the neglected needs and aspirations of the less fortunate.","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1705","In my 26 years of association with him—years of loyalty and friendship seldom known in this world—I came to know his social and political ideals very well. He supported his neighbor on the Hudson in four campaigns for the Presidency, at first because he believed in bringing the power of government to the service of human welfare and the correction of economic excesses and, later, because the President in the face of war was the trustee of the interests of the United States.","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1706","**UNDER ORDERS**","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1707","But with a discriminating intelligence Vincent Astor opposed those who would carry the quest for correction to the brink of a class struggle. He sought no public office or honor, declining high place in government in 1933. His abiding interest was the sea, its ships, and those who manned them—the Navy and that indispensable service in war and peace, the merchant marine.","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1708","I know I express the sentiments of the many who have served with him in his many enterprises when I say that he expected nothing from them that he was unwilling to assume himself, that he was generous with their failures and happy in their successes, that he had rare capacity for delegating responsibility, and that his judgments were of an uncommon kind. His memory they will hold always as something enduring and priceless.","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1709","One of them, now with NEWSWEEK but once a submarine officer, in a service close to Captain Astor's heart, within the week has told me of what a chief petty officer once said to a young sailor whose brother was lost in a sister ship:","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1710","""All of us travel under Orders. He traveled under Orders. He isn't lost. The Man who wrote the Orders doesn't lose anyone. Not ever.""","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1711","My friend added:","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1712","""The next tour of duty is going to be a better tour of duty, and you always meet your old shipmates. In one port or another, sooner or later.""","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1713","Newsweek, February 23, 1959","1959-02-23",1959,2,23,"moley_perspective_AI_76.txt"
"1714","Here's a text version of the provided image. I've attempted to separate the two columns as accurately as possible, but some minor overlaps might remain due to the image quality.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1715","**Perspective**","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1716","**Most Dangerous Rumor**","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1717","*by Raymond Moley*","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1718","TOKYO—The most frequent question I have encountered in nearly three weeks in Japan is whether the United States is contemplating the recognition of Red China. This lies heavily on the minds of political and business leaders. Radical elements devoutly hope for it. Responsible people who see the perils involved fear it. If the United States should recognize Red China, Japan would of necessity follow suit. The consequence would be the loss of vast Southeastern Asia to the free world. Before long, the Communist frontier would reach to Australia, Hawaii, and our Pacific Coast. A friendly Japan would be exposed or absorbed.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1719","In most of the countries of Southeast Asia there are countless Chinese who would be easy victims of Communist propaganda and other subversive influences. Their governments could not be saved by American aid.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1720","One source of rumors about recognition are the Communists. But it has been given specific but false authority by a Japanese politician of some prominence. His story, widely spread, is embellished by the use of the names of two prominent American civilians who presumably have influence with the American Government.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1721","My reply to questions is that no responsible leader in either American party has or will advocate recognition. For to do so would ignite bitter indignation among the American people.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1722","**THE MORAL ELEMENT**","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1723","I have also explained that our policy of recognition has greatly changed since President Woodrow Wilson broke precedent in refusing recognition to a Mexican dictator and later to Soviet Russia. In earlier years, we followed the international custom of recognizing any country which had measurable stability. The Wilson doctrine brought the moral element into recognition.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1724","In present American policy are several new elements. We are a member of the United Nations, pledged by its charter against aggression as a national policy, a policy persistently followed by the Peking government. Moreover, our people bear the bitter memory of thousands of Americans killed by Chinese intervention in the Korean war. And we have a profound obligation to Formosa, which in our obligation to Formosa, which in our obligation to Formosa, which in our left Japan’s peril from Communism is both external and internal. It lies close to the overwhelming powers of Red China and Soviet Russia and has no significant military strength to protect itself. They would certainly make trouble for a capitalist Japan. Nor could Japan contend with the greatly increased infiltration which would follow recognition.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1725","Internally, Japan faces great dangers from Communism. Communists, since their official party has virtually disappeared, have crept into labor unions, the Socialist Party, student groups, and clubs. These elements, working through the organizations they have entered, have as their prime objective the weakening of Japan’s system of policing and internal security.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1726","**DENIALS NEEDED**","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1727","Fourteen years of study and investigation of the administration of criminal justice in the 1920s and 1930s, in part for Federal and state official agencies, have helped me to evaluate closely Japan’s police and internal-security system. It is far from adequate. During the occupation, SCAP required the complete decentralization and reorganization of the efficient system that prevailed before the Pacific war. This went so far that Japan’s capacity to maintain order was drastically weakened. Only the presence of American military power assured security.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1728","Since the occupation, national legislation has improved things. But much more needs to be done, especially to secure the national government in the capital area of Tokyo. A capital is the danger point for revolutions.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1729","It is evident that Peking invests a lot of money in Japan’s political campaigns. An election of Tokyo’s governor or mayor is to be held this month, and half of the upper house of the Diet in June. The campaigns are already under way.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1730","Most important is the need to resolve all doubt about any plans for recognizing Red China. This is up to the responsible officials of both parties in the American Government. Very specific denials are necessary.","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1731","*Newsweek, April 20, 1959*","1959-04-20",1959,4,20,"moley_perspective_AI_78.txt"
"1732","Here's the extracted text from the provided image. I've attempted to preserve the original column structure as much as possible. Note that some minor formatting discrepancies may exist due to the image quality and OCR limitations.","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1733","**Perspective**","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1734","Registered U.S. Patent Office","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1735","**Sowing the Windfalls**","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1736","by Raymond Moley","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1737","The Republican Party, in pursuing its policy of ridding itself of the tag of ""the party of the rich and big business,"" might reveal the extent to which ""liberal"" legislation provides rich windfalls, in the name of ""the little fellow,"" for a new rich and big business class. Consider the unfolding picture of public housing, slum clearance, and urban renewal in which windfalls are created for promoters, political lawyers and bankers, investors, contractors, and others. Or note that the chief beneficiaries of the soil bank are large corporations whose major profit is not in selling the product of their thousands of acres, but in government benefits. Many other avenues to riches might be cited for a few individuals and organizations who certainly are not ""needy"" or ""little""—all in the name of general welfare.","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1738","The Humphrey-Price bill, which failed to pass over the President's veto, would have taken the Rural Electrification Administration away from the watchful eye of a fine public servant, Secretary Benson. The Washington lobby for rural electrification, many members of Congress, and zealots for a government power monopoly want to push ""rural"" electrification beyond the remote farmers, who are now supplied, to the suburbs and the cities. This would be deadly competition with investor-owned companies because the government is lending money to the rural electrical cooperatives at 2 per cent—half or less what the government must pay for it.","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1739","**SPECTACULAR GROWTH**","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1740","No one questions the validity of the original purpose of the REA, nor the wholesome character of most of the 900 cooperatives. Most of them are content with sticking to their field with modest returns. But since they are associated in a sort of trade association-pressure lobby called the National Rural Electric Cooperative Association, they are being led collectively into a vast scheme which promises illimitable profits not in the production and sale of electricity but in banking and investment. That is, so long as the present 2 per cent rate of borrowing from the government and tax-free status can be retained.","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1741","The head of the NRECA, Clyde C. Ellis, is a man of vast imagination coupled with incredible political influence. At the last meeting of his organization he unfolded the plan. It involves the brimming financial position of the cooperatives. The latest reports show a spectacular growth in their ""investments and savings"" account. In 1953 this was $43.7 million, in 1957 it was $192 million. The total earned surplus rose from $153 million in 1953 to $382 million in 1957.","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1742","Ellis proposed that the investment account be put into his NRECA in trusteeship—an unusual function for a trade association-pressure organization. Then he proposed that this pool be placed with a New York bank for investment opportunities. It is ironical that Ellis has always denounced the ""Wall Street"" financing of the private, investor-owned companies.","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1743","**BLUE-CHIP POOL**","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1744","""A pool,"" he said, ""would be able to invest a reasonable portion of its funds quite soundly in the highest grade blue chip industrial bonds and most of the balance in the highest-yield long-term governments... The pool would have a constant inflow from maturing investments and from new investments and, therefore, would have to keep on hand only a relatively small amount of short-term low-yield governments. This fact alone could appreciably increase the return over that of a single system's program with the same flexibility.""","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1745","It would, indeed, if the cooperatives choose to relinquish their independence and give over to this sort of vast investment operation, made profitable by borrowing from the government at half or less than half the price which government must pay for its money. For this ""pool"" might become the biggest thing in Wall Street.","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1746","Space permits only a mention of another Ellis dream, recently proposed. It would have the Federal government build a big Potomac River project on the TVA model. It would provide boating, swimming, picnicking for bureaucrats and employees of pressure groups, as well as Federal hydroelectric for the capital community. This Potomac paradise would be a monument to that deathless fourth branch, the pressure group.","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1747","Newsweek, July 6, 1959","1959-07-06",1959,7,6,"moley_perspective_AI_86.txt"
"1748","Here's a text extraction of the provided image. Note that perfectly separating the two columns was impossible due to the image quality and layout. Some minor overlaps might remain, requiring manual correction for a flawless result.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1749","**Perspective**","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1750","**The Feedback Obsession**","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1751","by Raymond Moley","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1752","MONTPELIER, VT.—Here in the quiet","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1753","of the Green Mountains there is","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1754","time to reflect upon the brief chroni-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1755","cles of the times. A few observations","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1756","emerge concerning a current trend in","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1757","politics and education. I feel no pessi-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1758","mism about the fiber of our people.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1759","But our ""leaders"" are cause for alarm.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1760","A century ago, the bright, brave","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1761","faith in democracy was in popular","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1762","elections and the elevation of the","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1763","common man to uncommon responsi-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1764","bilities. Our system, it was believed,","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1765","would produce super-leaders. That","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1766","was not the faith of the sober gentle-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1767","men who founded the Republic. Nor","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1768","was it shared by acute foreign ob-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1769","servers like Toqueville.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1770","The tide of popularization swept on","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1771","after the Civil War, tossing into power","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1772","mediocrities, demagogues, and ras-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1773","cals. Later, in the 1900s, the theme","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1774","was that ""the remedy for the evils of","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1775","democracy is more democracy."" The","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1776","choosing of candidates was vested in","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1777","primaries, and ""the people"" assumed","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1778","the immensely complex task of mak-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1779","ing the laws through popular vote.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1780","Still, ""democracy didn't democ.""","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1781","The irrational end is here: First,","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1782","there is the current obsession with","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1783","polls which captures many journalists","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1784","and politicians, ""leaders"" who were","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1785","given their audiences in the belief","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1786","that they had something to lead with.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1787","While Governor Rockefeller has de-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1788","nied a report that he is going to per-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1789","mit the polls to determine his decision","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1790","to compete for the Presidency, this","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1791","report, widely published, indicated","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1792","the weight attached to these auguries","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1793","and was a shock to many thoughtful","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1794","people. This was the comment of a","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1795","great reporter, Arthur Krock, who has","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1796","never followed the pack:","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1797","**THE PASSION FOR POLLS**","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1798","Under such circumstances, a Presi-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1799","dential candidate ""would be the","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1800","product of questions selected and","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1801","phrased by a small group and asked","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1802","of a tiny percentage of the popula-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1803","tion, in periods prior to those which","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1804","might bring fundamentally different","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1805","responses."" Such pitifully small sam-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1806","ples are ""organized as a profit-making","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1807","business, some of them financed by","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1808","Presidential aspirants who have or","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1809","can raise the money to do so."" Krock","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1810","further suggests that ""the next Presi-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1811","dent will be spawned out of a row of","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1812","clacking computer machines.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1813","Disaster befell Thomas E. Dewey","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1814","in 1948 because his great confidence","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1815","in polls shaped his carefree, ""it's-in-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1816","the-bag"" campaign. But at the","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1817","moment nothing so occupies the at-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1818","tention of several putative Presiden-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1819","tial candidates as polls.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1820","Other examples of feedback are in","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1821","Congress. In a Senate where once was","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1822","heard the profound constitutional ar-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1823","guments of Calhoun and Borah, the","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1824","measured reasoning of Taft, and even","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1825","now the expert, experienced financial","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1826","views of Harry F. Byrd, the Record","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1827","is strewn with insertions by a lesser","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1828","breed-multitudes of letters from","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1829","friendly constituents, editorials from","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1830","home-town newspapers, and bulky","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1831","statistical tables borrowed from gov-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1832","ernment departments.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1833","**IT'S EASIER TO COUNT**","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1834","There are serious books which dig","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1835","beneath the surface into our pres-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1836","ent national leadership: C. Wright","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1837","Mills"" ""The Sociological Imagination,""","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1838","Richard La Piere's ""The Freudian","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1839","Ethic,"" and Jacques Barzun's ""The","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1840","House of Intellect."" The latter speci-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1841","fically dissects our current numbers","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1842","game. The public, denied by its","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1843","""leaders"" the exercise of intellect,","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1844","seizes upon tangibles. If it has noth-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1845","ing to think about, it can count.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1846","Arithmetic and computing machines","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1847","take over. There are baseball aver-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1848","ages between breaths on broadcasts,","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1849","""achievement"" and ""intelligence"" per-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1850","centages, and an undisclosed number","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1851","of noses for McDunder or Iffyson.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1852","These books point to the roots of","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1853","the current craze for mathematical","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1854","leadership. There is feedback from","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1855","the ""permissive"" home through school-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1856","ing clear to the Ph.D.—education","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1857","without discipline. Teachers offer","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1858","what the caprice of students desires.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1859","Foundations supplant serious gradu-","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1860","ate study with expensive mechanical","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1861","counting by ""researchers"" who are","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1862","mere clerks. Why think, when it is","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1863","easier and more book-filling to count?","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1864","Why exercise judgment when you can","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1865","be outnumbered? And in this most","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1866","critical moment in history, ""leaders""","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1867","of public opinion and politics provide","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1868","for those who seek guidance only","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1869","what they know already.","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1870","Newsweek, August 31, 1959","1959-08-31",1959,8,31,"moley_perspective_AI_87.txt"
"1871","Perspective","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1872","Mr. K, Farm Expert","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1873","by Raymond Moley","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1874","It must not be forgotten that","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1875","Khrushchev rose to power as a sort","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1876","of agricultural genius. Not even the","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1877","mystical Henry Wallace has had such","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1878","wonderful farm plans as the Jolly Slav.","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1879","But unlike our Henry, Mr. K had di-","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1880","rect methods of demonstrating his","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1881","talents. Henry had statistics at his","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1882","command and some authority. But he","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1883","was always hampered by his naïve","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1884","ideas, which he designated as ""demo-","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1885","cratic."" Mr. K permitted no such im-","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1886","pediments. Furthermore, he created","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1887","his own statistical successes.","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1888","He originated in a Ukrainian vil-","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1889","lage and has posed as an agrarian","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1890","expert, a man close to the people","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1891","who toil on collective farms.","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1892","It was Mr. K who, a few years ago,","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1893","opened vast tracts east of the Urals","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1894","for ""progressive agriculture."" It was a","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1895","foolhardy venture and there was","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1896","plenty of headshaking among the","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
"1897","hardhanded, practical people who","1959-09-28",1959,9,28,"moley_perspective_AI_88.txt"
